OBJECTID,RouteID,FromARMeasure,ToARMeasure,NHS_TYPE,GlobalID,Shape_Length
1,SHS_004._P,35.8830601,61.9455806,M21PA,{A78935ED-19BF-4579-BA1C-688876FEA2E6},53182.273658775
2,SHS_010._P,16.8879121,241.6101624,INTERSTATE,{014B238F-52AA-43CA-9592-82735AD508F0},435111.008156725
3,SHS_010._S,16.9353229,241.6781582,INTERSTATE,{97C08F17-2636-4225-A10B-76C5D4244DA0},435152.978217001
4,SHS_010S_P,0,11.7592019,M21PA,{BFD9C51D-2629-4815-809C-F9AADA756CAC},22831.207644467
5,SHS_010S_S,0,11.7686415,M21PA,{3C401A58-4A4E-4947-95AC-7E475D1A5EA6},22848.8021499683
6,SHS_060._P,0,52.8378111,O-NHS,{7F2D06AD-7BB7-4180-AE79-4ED889EDE006},102530.005956155
7,SHS_060._S,0,52.8373435,O-NHS,{07BE618E-DC29-4F2F-A57D-BAE026D4C544},102529.120178435
8,SHS_120._P,0,6.6428068,O-NHS,{729305B6-40E6-4C22-AF3D-0839DD159BD5},13532.074032624
9,SHS_120._P,6.6438068,94.8654419,O-NHS,{5DFE0CFA-8F53-4919-9C51-5F54AB9E85F1},179836.350036114
10,SHS_120._S,0,6.6466569,O-NHS,{A59B904B-77C2-4F52-8B2E-D256D9E0A856},13539.8834919355
11,SHS_120._S,6.6476569,94.9194162,O-NHS,{918768F8-FED9-4788-A829-7AAFBE2AB5CE},179938.811377423
12,SHS_132._P,0,22.4985229,O-NHS,{99A19523-1574-436D-A3E3-E0EF9DC6C914},45740.4796001357
13,SHS_132._S,0,21.9303402,O-NHS,{F2CF1854-27F5-4102-9645-CA2C65E7DA16},44584.8835284927
14,SHS_164._P,0,0.4982066,M21PA,{41FCB5EB-3415-44E0-B44D-9C20CA8906F3},971.024344444819
15,SHS_164._P,0.4992066,3.436127,M21PA,{5FF4E555-91CC-4422-8D96-427BA25FDEAD},5725.35541738822
16,SHS_164._S,0,0.497679,M21PA,{98732774-C17C-4A27-B36F-690F06F8BFE0},969.995804411506
17,SHS_164._S,0.498679,3.4370081,M21PA,{9FD66EDA-69F8-4A7E-BDE2-0A38723A8F4F},5728.11863437183
18,SHS_205._P,0,14.2337357,INTERSTATE,{D96BCAB9-CE9D-4F21-A41B-D452A9C5E0A5},28984.518950801
19,SHS_205._S,0,13.770726,INTERSTATE,{9D1ECEE5-6206-4980-9BE9-F3591AFAD134},28041.0564457373
20,SHS_580._P,0,62.7788908,INTERSTATE,{A40F0BEB-1C4E-4F7F-8783-21D0AF178EA9},127792.730621159
21,SHS_580._S,0,63.0572706,INTERSTATE,{A0D35C5C-8574-4E12-B1D3-0E02CDA9504F},128357.999234409
22,ALA_LVMR_ALTAMONT PASS RD_P,0.3734134,8.5234027,M21PA,{EB055568-7941-481A-8FAC-5DD2B3C87E8F},16595.509532899
23,ALA_LVMR_N VASCO RD_P,0,4.3013719,M21PA,{90873BEB-5B03-4424-A18C-DEA64052B88C},8764.44258757125
24,ALA_LVMR_N VASCO RD_S,0,1.2058912,M21PA,{A55AD92C-AD00-4611-B5AC-0ED3CFA50E0F},2456.74588582387
25,ALA_LVMR_S VASCO RD_P,3.1063754,3.1486545,M21PA,{E9C94544-1D20-4D68-9DC3-75C7EF57FDD1},86.1181083351022
26,ALA_LVMR_S VASCO RD_S,2.4861169,2.5313404,M21PA,{01D3C639-971F-4674-BCAB-13797408568F},92.1567311632609
27,CC_CO_BYRON HWY_P,6.6880331,7.6174851,M21PA,{3D8CA31C-5726-452C-8C29-82E17F567544},1898.67151224391
28,CC_CO_BYRON HWY_P,0,6.6870331,M21PA,{5BB91761-53B0-4C6E-8C4D-1563A1145D2E},13642.5097423878
29,LA_ALH_S GARFIELD AVE_P,0,1.8104254,M21PA,{653AE3D7-59EC-4507-9B3D-69189F00130F},3529.17313949547
30,LA_ALH_S GARFIELD AVE_S,0,0.2979251,M21PA,{42F467FE-C56F-4AE3-B096-BEA371FF97EA},580.829070915597
31,LA_BGDN_GARFIELD AVE_P,0,4.7902261,M21PA,{6C67F794-E2E3-46D3-92E6-871FC538347E},9320.97672898275
32,LA_CO_SAN GABRIEL BLVD_P,0,2.2607657,M21PA,{6C624005-1DBE-4236-8EE7-255A86477F75},4397.30293342707
33,LA_CO_SAN GABRIEL BLVD_S,0,2.1867303,M21PA,{E6EFA94A-A607-4B37-9359-A54A7C55DEF6},4253.06166508962
34,LA_LA_WHITTIER BLVD_P,2.3039826,5.9028738,M21PA,{922F0652-DB4F-4A33-A217-4B39E7867679},6982.14419825313
35,LA_MONP_E POMONA BLVD_P,0,0.4867278,M21PA,{C687C67E-F347-4E56-A717-606F19DFD4AA},944.260297178017
36,LA_MONP_GARFIELD AVE_P,0,0.5614806,M21PA,{469A5292-0E2D-480E-AADE-54B6CF5F35BE},1093.71556530095
37,LA_MONP_N GARFIELD AVE_P,0,0.4980798,M21PA,{8F5528D2-58E0-407D-AD9B-C3980F9CDD62},971.03103113265
38,LA_MONP_POTRERO GRANDE DR_P,0,2.2893943,M21PA,{C9938B2B-11ED-4072-BFAC-AB4CC4D8C63C},4449.23442063117
39,LA_MONP_S GARFIELD AVE_P,0,1.5443019,M21PA,{438132C5-9AE2-4C5A-8125-76AE52F2D310},3009.05940634365
40,LA_MONP_W POMONA BLVD_P,0,0.8069486,M21PA,{C2B57C62-F80C-4D35-95E0-69EC56E3DBED},1565.49409939374
41,LA_MTBL_E BEVERLY BLVD_P,0,2.2210159,M21PA,{F03E983E-F739-4FC7-9FA7-482F8AEB0FB4},4310.4319374154
42,LA_MTBL_N GARFIELD AVE_P,0,1.5739586,M21PA,{158D3E7F-9F7B-4E41-8293-FD490E7E1826},3063.09292025968
43,LA_MTBL_PARAMOUNT BLVD_P,0,0.8134395,M21PA,{7DAC44C8-A74C-4562-80DB-41A8A6A90125},1583.89448932255
44,LA_MTBL_VIA CAMPO_P,0,1.4285484,M21PA,{92CC30A2-0C77-494B-A367-B76D340AC274},2771.38729072568
45,LA_MTBL_W BEVERLY BLVD_P,0,2.5785658,M21PA,{40A5313E-0C6D-41A4-B2AB-B2768984D34C},5003.64709831961
46,LA_MTBL_W WHITTIER BLVD_P,0,0.2461158,M21PA,{471DA41C-5E8B-4B72-AF2F-633B172284BA},477.512614688414
47,LA_MTBL_WHITTIER BLVD_P,0,1.5431719,M21PA,{86A0DF4F-7D4A-4E53-9B29-8DAD8F4816B2},2993.76488692909
48,LA_PRM_PARAMOUNT BLVD_P,0,10.6967732,M21PA,{6F66E693-810F-4D8C-B206-F8A48942EA0D},20806.0782644143
49,LA_PRV_ROSEMEAD BLVD_P,6.0674556,6.4120076,M21PA,{13AB1E83-83EC-4CEF-A0BE-16EECDE78872},673.538625047883
50,LA_PRV_ROSEMEAD BLVD_P,4.328434,6.0664556,M21PA,{513AE1F5-7174-4446-9787-6031539D4FB4},3382.58237244648
51,LA_PRV_ROSEMEAD BLVD_S,5.5857987,5.9316038,M21PA,{EF097823-91E8-4468-ABDB-5753EF848C59},675.981391673969
52,LA_RSMD_N SAN GABRIEL BLVD_P,0.7444498,1.003074,M21PA,{67BAC459-94A1-45AF-94CC-5500985B1ED5},506.166900547325
53,LA_RSMD_N SAN GABRIEL BLVD_P,0,0.7434498,M21PA,{F738C854-74FE-44D6-9285-DFBA6D32DBA9},1449.2544665912
54,LA_RSMD_NEW AVE_P,0.4981114,1.6545234,M21PA,{F6B5F6A9-F6C3-45F6-9B32-767F0DBB9025},2254.57740522468
55,LA_RSMD_S SAN GABRIEL BLVD_P,0,2.2005267,M21PA,{5AEE76A1-366B-40C5-BB62-07866EA17A7A},4291.01145291741
56,LA_RSMD_SAN GABRIEL BLVD_P,0,0.3525994,M21PA,{E5AABF4F-739E-4340-979C-FB0C4BC5CE53},687.403058243779
57,SJ_CO_AIRPORT WAY_P,8.7163337,13.7296934,M21PA,{4FDA0CA6-7936-4804-9AC7-26F2E19E73A6},10230.4672263763
58,SJ_CO_AIRPORT WAY_P,15.0104222,21.9636069,M21PA,{B491F3F8-05E0-4B9B-B8DF-213A4BB3520A},14207.4065358866
59,SJ_CO_AIRPORT WAY_P,13.7296934,15.0104222,IC,{68304D11-1D8A-43E0-BB74-179A1D80855B},2614.9999351225
60,SJ_CO_CHRISMAN RD_P,5.495198,7.5148725,M21PA,{AA72F13D-E23A-4D74-A289-550A0D784F17},4115.55487181737
61,SJ_CO_CHRISMAN RD_P,5.1062706,5.495198,MSC,{72B29E0E-C69D-4DD8-AF2B-DF09683A225C},792.343777822546
62,SJ_CO_FRENCH CAMP RD_P,4.8524444,6.999729,IC,{9D43EE6C-BDC8-4347-897B-6B5916398D5E},4377.1431477938
63,SJ_CO_GRANT LINE RD_P,0,4.741211,M21PA,{E6E19C55-CC01-423F-8FAC-CA380570C4C2},9650.33467169003
64,SJ_CO_S MACARTHUR DR_P,3.1296313,6.1525723,M21PA,{E1A58929-5284-4584-9CA1-91842D81CC5C},6145.12408581532
65,SJ_CO_S MAIN ST_P,0.8837949,1.8656749,M21PA,{D29BBF55-0823-4AAD-9712-DD734459B2D2},2002.74365016291
66,SJ_CO_TRACY BLVD_P,2.0414301,8.0863982,M21PA,{495E1CAB-6838-4195-A138-0441EDDB4EDE},12305.3650659186
67,SJ_CO_VALPICO RD_P,1.2933884,3.2931533,M21PA,{48D91F45-DF0B-436C-A263-E52E5C703DEB},4070.8121675066
68,SJ_CO_YOSEMITE AVE_P,2.1833549,5.5140966,M21PA,{AE76B847-71C9-4E4C-981D-FD30D8E21EE6},6785.7510959142
69,SJ_LTRP_GOLDEN VALLEY PKWY_P,0,1.9001001,M21PA,{36C0CD38-9093-4BA5-A7AE-CF3BF2CE9F6A},3879.51996803637
70,SJ_LTRP_LOUISE AVE_P,0,5.392041,M21PA,{E4F547C5-1BF4-4B0D-A38E-EBADCB318A16},10989.7668441944
71,SJ_LTRP_RIVER ISLANDS PKWY_P,2.4769594,2.9932663,M21PA,{D15669DD-B4A3-43E9-B882-5267AA3ED1C4},1029.89615907674
72,SJ_LTRP_ROTH RD_P,0.0773088,1.5432126,M21PA,{F2FF6E8C-5EA0-41A4-91D9-41C588CA0FA4},2979.77026241625
73,SJ_MTCA_COTTAGE AVE_P,0,1.0026138,M21PA,{DF176174-5571-4FBD-9715-4520BD6E4D91},2045.0044529392
74,SJ_MTCA_MAIN ST_P,0,2.0515639,M21PA,{DEB27796-4D58-47A7-872A-88EA6968ED60},4171.80833905738
75,SJ_MTCA_NORTH UNION RD_P,0,1.992301,M21PA,{A8D362EC-5ABB-4913-94C6-C131D566877F},4063.24618313654
76,SJ_MTCA_UNION RD_P,0.1486708,1.1531906,M21PA,{1BE8AC5F-B66D-45A4-B362-8D49A9061B53},2050.54773805327
77,SJ_STKN_ARCH AIRPORT RD_P,0,1.031563,M21PA,{D0078DF4-B2D3-46F7-BDF0-42020657C487},2114.05642420165
78,SJ_STKN_SPERRY RD_P,0,1.0124219,M21PA,{1BB76C35-1C7D-431E-808D-14EC0E9EE4D6},2081.86099950823
79,SJ_TRA_4TH ST_P,0,0.549921,M21PA,{175E600E-B5A7-4851-83B6-18B200D172FA},1119.57399368116
80,SJ_TRA_CORRAL HOLLOW RD_P,9.9775233,13.4883538,M21PA,{25E33B4B-A63F-447D-ADF5-59E57273FD42},7153.70797723033
81,SJ_TRA_ELEVENTH ST_P,4.9300191,7.8165153,MSC,{52B74BC8-D6E2-416D-8221-02DC8E1C8262},5878.6425453496
82,SJ_TRA_ELEVENTH ST_P,0,4.9300191,M21PA,{D879EBBC-080D-4E29-982A-16661A1BCB7C},10037.8295879375
83,SJ_TRA_N MACARTHUR DR_P,0,2.0610352,M21PA,{70644C0C-9F48-46D9-B8E1-AC3EC885830E},4196.41554150141
84,SJ_TRA_N MACARTHUR DR_S,0.1646267,2.0558954,M21PA,{792CDE35-1067-482C-A747-9A4C70AEB543},3856.19891945529
85,SJ_TRA_W SCHULTE RD_P,0.4989451,2.0554654,M21PA,{5E1EEB2D-05BC-4BBE-B429-74709A4DE2E4},3167.72775232361
86,SJ_CO_AIRPORT WAY_S,0,0.6525966,M21PA,{C4219442-9A8B-4D3D-9F65-4F70E63E7CBF},1028.40915615238
87,SHS_099._P,194.2390745,254.7462456,NISR,{BB16F02E-C8F5-4A76-8AA2-97FC7E275B77},123043.975653326
88,SHS_099._S,194.0658681,254.5941723,NISR,{AB5D49EE-30D8-4245-B273-C7B747F97678},123086.740509906
89,SJ_CO_S MAIN ST_S,0,0.7117042,M21PA,{A6DB8DFB-95B8-4705-9E0E-3F617AF47B32},1454.64267137665
90,SJ_CO_TRACY BLVD_S,0,3.144614,M21PA,{0442508D-C97D-4CC8-9AB9-84FFFB3E26B6},6437.97298734626
91,SJ_CO_TRACY BLVD_S,3.145614,3.9853161,M21PA,{76D2F5AE-1915-4EDF-B292-50F82E4BBA0A},1716.2014506844
92,SJ_CO_VALPICO RD_S,0,0.4218322,M21PA,{F20A7EDE-737B-46A9-A408-C13F0BB86074},860.256145113479
93,SJ_LTRP_LOUISE AVE_S,1.0912258,3.0588526,M21PA,{E0525585-617C-4022-9F09-47BEC5E8653F},4012.13831403437
94,SJ_TRA_ELEVENTH ST_S,3.7995586,6.6749437,MSC,{C0ECF93C-B5AD-45A7-A33E-92F418828380},5861.73302569449
95,SJ_TRA_ELEVENTH ST_S,6.6759434,7.1173025,MSC,{07A6224E-1B5A-4FBA-9AB0-E31C395C0B43},901.148478445163
96,SJ_TRA_ELEVENTH ST_S,0,2.9610802,M21PA,{8FAB0F8D-8F5B-4A83-92D0-E751E1EF3976},6026.02651445336
97,SJ_TRA_ELEVENTH ST_S,2.9620802,3.7995586,M21PA,{67373CB6-6160-4DA0-AD13-04E3790216DC},1706.88937500382
98,SJ_TRA_W SCHULTE RD_S,0,1.5442905,M21PA,{31D54F2F-1B48-42D0-84FD-BD03AB4DC4E1},3146.20770098053
99,RAMP_110811_P,0,0.281128,O-NHS,{5090F24F-93B3-489F-B4E1-E0D6C1A3A21F},618.695965406088
100,RND_700372_P,0,0.1068315,MSC,{8327A8A8-E7B3-4BF2-A205-776082B78216},217.624959172941
101,SJ_TRA_ELEVENTH ST_P,7.8175153,8.1127955,MSC,{75C01DDD-B301-4F72-8696-E8EA4F436E38},603.543364817137
102,LA_MONP_POTRERO GRANDE_S,0,0.8301634,M21PA,{B608FC58-9F47-4657-8F23-37BF70A39125},1614.43481707038
103,LA_MTBL_W WHITTIER BLVD_S,0,0.2454456,M21PA,{AE837DFB-8109-42AB-9A3B-B5662963A414},476.177192359414
104,LA_PRM_PARAMOUNT BLVD_S,4.9020452,5.8730082,M21PA,{5CD6C04E-6D9C-423D-89CA-2F7E92A8ADA2},1893.05565632911
105,LA_PRV_ROSEMEAD BLVD_S,3.8509835,5.5847987,M21PA,{8E76EF82-538D-4DFC-8931-E373D04611CE},3375.82050982589
106,LA_RSMD_N SAN GABRIEL BLVD_S,0,0.0886574,M21PA,{0ED94237-2438-41F3-A6B9-81D10B5208D4},172.837396283997
107,LA_RSMD_NEW AVE_S,0,0.2299264,M21PA,{9B4EDB1C-2E76-43DA-A9C4-70B490AD9E41},448.24455954535
108,LA_RSMD_S SAN GABRIEL BLVD_S,0,0.2048345,M21PA,{4A68B41E-399A-4D44-81DA-D7A9D0C785E0},399.35590769473
109,LA_MTBL_E BEVERLY BLVD_S,0,1.7764765,M21PA,{E3F9609C-14E6-4361-A518-6693F161FD71},3447.59943323401
110,LA_MTBL_PARAMOUNT BLVD_S,0,0.8121814,M21PA,{3FB6D8A2-63C1-4351-BCE6-3EA3C9A2E875},1581.40326618036
111,LA_MTBL_W BEVERLY BLVD_S,0,2.1387051,M21PA,{BDFC1C57-6771-4656-B0E7-AF618280334E},4150.27808165438
112,LA_MTBL_WHITTIER BLVD_S,0,0.8863584,M21PA,{0C49F9DF-A1E1-48B0-889A-782366920168},1719.59283979278
113,SJ_TRA_CORRAL HOLLOW RD_S,0,2.6401758,M21PA,{A2489F22-9E41-4F72-BB02-EF2622B9BA97},5380.14926785802
114,SJ_LTRP_GOLDEN VALLEY PKWY_S,0,1.905482,M21PA,{FF0A01AA-6A35-40EC-99C9-0EA3DDA49FB8},3879.8238604937
115,SJ_CO_VALPICO RD_S,0.4228322,0.6598394,M21PA,{90CFC297-5584-4D0F-BFDA-533C4211B4C7},484.338709836742
116,SJ_CO_GRANT LINE RD_S,0,2.2652403,M21PA,{1E81DBCB-AD9D-4178-A905-E5B0FEEEE407},4626.17004335701
117,SJ_CO_GRANT LINE RD_S,2.2662403,2.4560972,M21PA,{B132F482-D1AC-4D81-ABD9-CA9D205904C4},390.738330564987
118,SJ_CO_GRANT LINE RD_S,2.4570972,3.7048609,M21PA,{145C7DE3-B271-4D1D-91CF-B24933E52FF2},2553.09580287249
119,SJ_LTRP_RIVER ISLANDS PKWY_S,0.4147947,0.9263616,M21PA,{9AE41FD9-7D81-4895-9162-91609588880E},1044.50068349406
120,SJ_LTRP_LOUISE AVE_S,0,1.0902258,M21PA,{8ED8BAAF-E475-4E7F-B614-B391AC54385E},2221.52529706584
121,SJ_CO_YOSEMITE AVE_S,0,0.130228,M21PA,{C1E82625-69D6-49AD-B209-46D5638A81D4},265.319771140393
122,SJ_CO_AIRPORT WAY_S,0.6535966,5.720386,M21PA,{F507E0EF-A209-4783-B69A-AC4DA76BB739},10351.7247698888
123,SJ_LTRP_LATHROP RD_P,0.2972459,4.3637695,M21PA,{4C63FCDD-C3B2-49EE-B773-CCB80B5F9DE6},8279.53684329792
124,SJ_LTRP_LATHROP RD_S,0.2918436,3.3896788,M21PA,{823C4A62-3BAD-469F-BAFB-C2CF4618B8C2},6316.63151152656
125,SHS_005._P,118.9445955,701.6852948,INTERSTATE,{5AE78180-C6C0-4F81-BA0E-EFF53A5526DE},1181253.08570534
126,SHS_005._S,133.2200884,701.4843484,INTERSTATE,{29CE2E13-D7E5-4291-A922-F178CD8D40CF},1153110.73711271
127,SHS_033._P,254.3218636,289.6080122,M21PA,{797C72F0-F2A7-4BF7-B209-78C909B331F5},71641.3525678502
128,SHS_001._P,98.1561825,102.7218085,M21PA,{9388E7A6-F3BE-4AF8-A93F-A7F4DFF22918},8890.34587216132
129,SHS_001._P,53.6914522,59.975394,M21PA,{A07D236E-8151-42A3-937C-A0BEA036D6DA},12209.0535230092
130,SHS_001._P,59.976394,60.0235328,M21PA,{F1E1EA0C-FB5F-4712-86C1-9230794FA571},93.5895458547121
131,SHS_001._P,60.0245328,83.9306717,M21PA,{B97C6293-84B4-45DB-9DA6-509A6267F75C},46408.2220478822
132,SHS_001._P,0,0.9443652,M21PA,{55D6E886-750F-4EF5-AC3A-806ACD22682A},1821.39184226703
133,SHS_001._P,0.9453652,10.3969833,M21PA,{3289C994-62B2-41C4-9897-17B863E006DB},18273.0825530632
134,SHS_001._P,10.3979833,52.7670441,M21PA,{EEE2901E-915C-45DF-8D57-23656C71B38A},82086.9147852828
135,SHS_001._P,52.7670441,53.6914522,IC,{DB30D052-DBBF-4573-A048-4F102CFA2AB9},1799.76278146767
136,SHS_001._P,103.3843585,103.3850368,M21PA,{B5906D4C-7DD4-41D8-ACB9-D508220EEF61},1.32366294492112
137,SHS_001._P,103.3860368,103.503389,M21PA,{50BADAFD-ACE8-4A5D-A85E-A5614155AAD9},231.155838444064
138,SHS_001._P,103.504389,110.0153335,M21PA,{DD8AE044-89BA-4D11-BFE3-F6874D596CA1},12701.5599747288
139,SHS_001._P,102.7218085,103.3843585,O-NHS,{02B6C68A-27F9-4A9B-843D-91FE134D988C},1290.18541015662
140,SHS_001._S,103.3418571,103.3643719,M21PA,{1E52174A-E9AC-4762-A154-52E2E6F5FF89},43.9287314462616
141,SHS_001._S,103.3653719,103.4862868,M21PA,{2E5CCDFD-18DE-478E-BA24-E8C674C4B8A6},238.112794403055
142,SHS_001._S,103.4872868,109.9340106,M21PA,{B3CFC5C9-6E89-4637-B86F-DFD1F4058B14},12576.2079256255
143,SHS_001._S,52.6776534,53.5902634,IC,{34C5EC25-6871-413A-BE90-3DD3CA1CFB1F},1776.77697237443
144,SHS_001._S,98.0648134,102.6225971,M21PA,{BE523B14-2632-46AF-A811-F631D1A390E5},8875.05207708229
145,SHS_001._S,102.6225971,103.3418571,O-NHS,{2190C038-194E-4E89-A4D2-0D5AEC793684},1400.34175856694
146,SHS_001._S,53.5902634,59.9457292,M21PA,{4E709AAF-690C-4C29-A281-FF18594F22C8},12348.4187577555
147,SHS_001._S,59.9467292,83.8268982,M21PA,{9635FDAA-9812-4D1A-8480-631F8AF358EF},46358.7644346837
148,SHS_001._S,0,0.9513248,M21PA,{3C636940-C004-44C5-898A-BEB17C32C1C6},1834.80164656046
149,SHS_001._S,0.9523248,10.406574,M21PA,{F8F4AA69-9940-451C-81A6-93F023409120},18278.1200244421
150,SHS_001._S,10.407574,52.6776534,M21PA,{1AFA36CC-18B5-43D6-9CBD-26A87CCB5747},81894.0306334902
151,SHS_002._S,5.8688497,13.8858481,O-NHS,{D1706B43-8FCE-4991-9B42-06F3B073BCD6},15634.9948161311
152,SHS_002._S,14.1761495,18.8115056,M21PA,{14781F2D-3CEB-47E6-A2A4-99BD83F04129},9036.84857761228
153,SHS_002._S,0,1.3751023,M21PA,{F2B0C588-F1C0-4951-A057-3E27CD3CD6AA},2670.35612490248
154,SHS_002._S,1.3761023,3.4847531,M21PA,{7DA05236-74FD-466A-ADBA-E377EB65FF4E},4095.74391833067
155,SHS_002._S,3.4857531,4.9310716,M21PA,{522908D5-B59F-4D18-B012-34501B1D695F},2818.30362870171
156,SHS_002._S,4.9320716,5.8688497,M21PA,{4CA14286-6D48-4DDB-9DEB-5A87ACA69233},1824.67873038816
157,SHS_003._P,135.5366285,139.4720743,M21PA,{61A2C3E0-E10C-45A6-B11B-DA9F0BB4DF04},8505.98538420487
158,SHS_003._S,135.6200656,139.473205,M21PA,{847FEB53-1C78-44DA-B83A-1BEB57AE2EB3},8328.70726276711
159,SHS_004._P,0.1807923,12.5048941,O-NHS,{B1A0FD4C-161B-4AF7-B65C-AFD629CD8586},25182.4247038637
160,SHS_004._P,62.778498,63.4886198,IC,{741875EE-9C56-4A22-ABFF-01FDC54A9A4A},1450.35945659039
161,SHS_004._P,0,0.1807923,M21PA,{49AFDB40-A982-4E1C-A1A0-EA318ECF2453},369.456730126643
162,SHS_004._P,15.3439184,30.9070032,O-NHS,{7EC991C0-6FA1-444A-96A6-1A76075294A7},31799.8533714867
163,SHS_004._P,63.4886198,66.9020367,NISR,{1778B7F8-F434-46A7-87F0-AF532C55245A},6970.97158050711
164,SHS_004._P,12.5048941,15.3439184,MSC,{0B33D98A-D32B-4E1E-973E-5AEACC002686},5800.82018517367
165,SHS_004._P,61.9455806,62.0798661,IC,{AF187F83-DFA3-438C-8416-E722FCB35472},274.12028492843
166,SHS_004._P,67.1234984,113.278034,M21PA,{0500B75A-2A43-4608-A100-26D38D84DA4A},94268.2268138475
167,SHS_004._P,30.9070032,35.8830601,M21PA,{F54F70C0-8411-4059-9949-1C1BAFCE3BB8},10168.3592527656
168,SHS_004._S,15.3032715,30.8626058,O-NHS,{CED4EE7B-D74A-4A5A-81CD-3A6D2DC97EAB},31792.2832670259
169,SHS_004._S,58.1569931,61.9099437,M21PA,{22670AE2-209A-4760-8152-8E6B507A765D},7659.86460765929
170,SHS_004._S,63.4954086,66.8673847,NISR,{E2C094D6-B28E-4157-9701-1AECE0901FF3},6886.30590644117
171,SHS_004._S,30.8626058,35.8401892,M21PA,{6DDED947-5EAF-4FAB-A518-FBA3338AA989},10171.5185879367
172,SHS_004._S,0.1827903,12.4561243,O-NHS,{C3D4208C-3E18-4F48-83B9-915E17F017B4},25078.5909722269
173,SHS_004._S,12.4561243,15.3032715,MSC,{4A975119-3530-4C24-AC06-E5477F50ED11},5817.46321399168
174,SHS_004._S,67.0876571,113.2360692,M21PA,{58F29EC3-6252-4C04-ADAA-8E6C1FE23987},94255.7143242987
175,SHS_004._S,62.7739999,63.4954086,IC,{84843563-1856-49BA-9912-31FA43DFD265},1473.39103419633
176,SHS_004._S,61.9099437,62.0411355,IC,{91416F20-33D5-44DC-A796-D63F044F5090},267.803634502033
177,SHS_004._S,0,0.1827903,M21PA,{49EA8920-1E4F-4B1C-A5C2-F77F5C7A4CA3},373.535864631716
178,SHS_005S_P,0,0.627639,M21PA,{94082072-A0C5-43D7-BAD0-B31BF717B202},1219.68899792084
179,SHS_005S_P,0.628639,3.1060823,M21PA,{55484AD8-D53F-44BD-8587-7E19D7D12C56},4836.16044140329
180,SHS_005S_S,0,0.6397396,M21PA,{FD712AB7-744C-4E5F-BD57-10D2F378FE37},1243.27242433795
181,SHS_005S_S,0.6407396,3.0478597,M21PA,{4247F30D-32E1-47CE-9C51-270C293A3F71},4698.99699571271
182,SHS_006._P,0,40.4608706,NISR,{4CA87C6B-DD15-46CF-BFFD-EBCD7A35B647},82323.4132875833
183,SHS_006._S,0,40.4608756,NISR,{4E9B5869-B24F-4E43-8CE3-9360D66E7BF4},82323.4235679256
184,SHS_008._P,0,1.9929633,O-NHS,{2675A3C4-0A7E-429B-8334-ED90055D9251},3806.25315282973
185,SHS_008._S,0,1.8623105,O-NHS,{B23F63B3-23E2-41BA-ADAE-F4EBB4CE1D3F},3556.32613753683
186,SHS_009._P,34.1853191,38.1158914,M21PA,{353F6F61-C85E-4763-A70E-2BA1CE5930A3},7951.91612195748
187,SHS_009._S,34.2014762,38.1052802,M21PA,{5DF596BE-002F-425C-8D2D-702A90709D52},7897.71862751776
188,SHS_010._P,0,16.2347818,INTERSTATE,{6C68B708-6E71-4294-BC52-4B01646A7D00},31511.4484540981
189,SHS_010._P,16.2357818,16.8879121,M21PA,{06630AE7-C2DB-46BC-9123-D8ABF230A840},1266.41395144275
190,SHS_010._S,16.2797204,16.9353229,M21PA,{7AF46A37-848F-4F86-BFE6-7BF9EB250CFB},1273.16660691925
191,SHS_010._S,0,16.2787204,INTERSTATE,{D31B14EE-0E49-450B-98B7-1685C3B116EE},31597.393634235
192,SHS_011._P,0,1.4645921,M21PA,{7B84C1D3-D26E-470C-979F-A49C5E31E463},2789.65390961967
193,SHS_011._S,0,1.3004377,M21PA,{F9BDD7D1-C077-4A8E-AED7-812BC199BE76},2476.82376210476
194,SHS_012._P,0,18.7593274,M21PA,{9779F973-0D20-48DD-ABD4-C433531D8F0B},38560.5016417713
195,SHS_012._S,0,29.9731079,M21PA,{4E5D310A-5A89-4CC1-B47A-BB7B5D8BC791},61593.9287842255
196,SHS_013._P,0,9.5683669,M21PA,{C418A631-52AB-4FB1-BC50-860EA582E735},19512.4860353058
197,SHS_013._S,0,9.5798906,M21PA,{42543EE5-51C1-440A-9D77-255457A3CB79},19536.2220604045
198,SHS_014._P,0,68.0418217,NISR,{95DAD6A3-8B1D-4578-B392-3983122C6D8E},133318.371557576
199,SHS_014._P,68.0418217,117.7693475,O-NHS,{F4561F7E-DD16-4C9C-B365-394C04877772},98316.283449613
200,SHS_014._S,0,68.0169881,NISR,{ECEB7BCD-0D4C-4660-9373-8195D3F010EA},133269.701459001
201,SHS_014._S,68.0169881,117.7413144,O-NHS,{4DF1AB54-5748-436F-928B-E530F3FE10DB},98310.0702235301
202,SHS_014U_P,0,0.2758295,M21PA,{E79AA0F9-B166-4DD8-9E2B-5EC245F047EB},538.83474202419
203,SHS_014U_P,0.2768295,3.0616137,M21PA,{1C987974-5F6E-4A12-B38B-E24257A97E81},5441.87240185865
204,SHS_014U_S,0,0.2699861,M21PA,{6BA18E25-AE61-42CA-92EC-29305D9CF17C},527.470972758491
205,SHS_014U_S,0.2709861,3.0587624,M21PA,{EEB0F003-C166-4729-9BCC-F67A1525E7F6},5447.71985645938
