Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,PCT_SE_A12002_002,PCT_SE_A12002_003,PCT_SE_A12002_004,PCT_SE_A12002_005,PCT_SE_A12002_006,PCT_SE_A12002_007,PCT_SE_A12002_008
"06037117303","Census Tract 1173.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1173.03",,,,3200,434,749,1150,558,202,95,12,13.56,23.41,35.94,17.44,6.31,2.97,0.38
"06037117404","Census Tract 1174.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1174.04",,,,3931,367,755,1140,1187,334,91,57,9.34,19.21,29,30.2,8.5,2.31,1.45
"06037117405","Census Tract 1174.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1174.05",,,,1644,781,331,434,75,10,13,0,47.51,20.13,26.4,4.56,0.61,0.79,0
"06037117407","Census Tract 1174.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1174.07",,,,1957,805,671,374,95,12,0,0,41.13,34.29,19.11,4.85,0.61,0,0
"06037117408","Census Tract 1174.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1174.08",,,,1425,506,401,348,121,29,0,20,35.51,28.14,24.42,8.49,2.04,0,1.4
"06037117510","Census Tract 1175.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1175.10",,,,2263,1043,603,493,109,5,0,10,46.09,26.65,21.79,4.82,0.22,0,0.44
"06037117520","Census Tract 1175.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1175.20",,,,2308,960,555,513,256,24,0,0,41.59,24.05,22.23,11.09,1.04,0,0
"06037117530","Census Tract 1175.30, Los Angeles County, California","ca","140","00",,,,"06","037",,,"117530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1175.30",,,,3761,1563,1012,654,426,71,27,8,41.56,26.91,17.39,11.33,1.89,0.72,0.21
"06037119001","Census Tract 1190.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1190.01",,,,3142,1157,764,662,420,100,26,13,36.82,24.32,21.07,13.37,3.18,0.83,0.41
"06037119003","Census Tract 1190.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1190.03",,,,2805,1353,657,516,190,89,0,0,48.24,23.42,18.4,6.77,3.17,0,0
"06037119004","Census Tract 1190.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1190.04",,,,1788,666,653,275,168,0,0,26,37.25,36.52,15.38,9.4,0,0,1.45
"06037119201","Census Tract 1192.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1192.01",,,,2854,971,858,590,309,113,7,6,34.02,30.06,20.67,10.83,3.96,0.25,0.21
"06037119202","Census Tract 1192.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1192.02",,,,3085,1165,1035,598,259,28,0,0,37.76,33.55,19.38,8.4,0.91,0,0
"06037119310","Census Tract 1193.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.10",,,,2961,742,639,991,456,99,34,0,25.06,21.58,33.47,15.4,3.34,1.15,0
"06037119320","Census Tract 1193.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.20",,,,2796,830,835,635,440,56,0,0,29.69,29.86,22.71,15.74,2,0,0
"06037119340","Census Tract 1193.40, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.40",,,,2236,999,685,371,114,67,0,0,44.68,30.64,16.59,5.1,3,0,0
"06037119341","Census Tract 1193.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.41",,,,1974,724,427,336,390,60,32,5,36.68,21.63,17.02,19.76,3.04,1.62,0.25
"06037119342","Census Tract 1193.42, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1193.42",,,,1740,656,327,470,219,49,7,12,37.7,18.79,27.01,12.59,2.82,0.4,0.69
"06037119400","Census Tract 1194, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1194",,,,3249,1331,728,786,219,143,12,30,40.97,22.41,24.19,6.74,4.4,0.37,0.92
"06037119700","Census Tract 1197, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1197",,,,3043,849,669,690,677,143,0,15,27.9,21.98,22.67,22.25,4.7,0,0.49
"06037119801","Census Tract 1198.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1198.01",,,,1670,582,352,395,281,32,21,7,34.85,21.08,23.65,16.83,1.92,1.26,0.42
"06037119802","Census Tract 1198.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1198.02",,,,2223,852,691,526,94,32,22,6,38.33,31.08,23.66,4.23,1.44,0.99,0.27
"06037119900","Census Tract 1199, Los Angeles County, California","ca","140","00",,,,"06","037",,,"119900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1199",,,,3159,763,1072,693,521,64,28,18,24.15,33.93,21.94,16.49,2.03,0.89,0.57
"06037120010","Census Tract 1200.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1200.10",,,,1743,531,332,480,316,64,20,0,30.46,19.05,27.54,18.13,3.67,1.15,0
"06037120020","Census Tract 1200.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1200.20",,,,2808,1287,482,629,381,16,13,0,45.83,17.17,22.4,13.57,0.57,0.46,0
"06037120030","Census Tract 1200.30, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1200.30",,,,1517,655,416,165,261,16,4,0,43.18,27.42,10.88,17.21,1.05,0.26,0
"06037120103","Census Tract 1201.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.03",,,,1575,849,416,210,87,13,0,0,53.9,26.41,13.33,5.52,0.83,0,0
"06037120104","Census Tract 1201.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.04",,,,1543,417,363,372,358,25,8,0,27.03,23.53,24.11,23.2,1.62,0.52,0
"06037120105","Census Tract 1201.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.05",,,,1835,650,555,348,252,20,10,0,35.42,30.25,18.96,13.73,1.09,0.54,0
"06037120106","Census Tract 1201.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.06",,,,2716,1132,694,506,306,58,20,0,41.68,25.55,18.63,11.27,2.14,0.74,0
"06037120107","Census Tract 1201.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.07",,,,2143,1084,611,281,120,47,0,0,50.58,28.51,13.11,5.6,2.19,0,0
"06037120108","Census Tract 1201.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201.08",,,,2957,1163,827,481,415,50,21,0,39.33,27.97,16.27,14.03,1.69,0.71,0
"06037120300","Census Tract 1203, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1203",,,,3837,842,959,1068,860,95,0,13,21.94,24.99,27.83,22.41,2.48,0,0.34
"06037120400","Census Tract 1204, Los Angeles County, California","ca","140","00",,,,"06","037",,,"120400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1204",,,,4336,1182,1340,1105,608,101,0,0,27.26,30.9,25.48,14.02,2.33,0,0
"06037121010","Census Tract 1210.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1210.10",,,,3853,1030,1079,1113,431,168,28,4,26.73,28,28.89,11.19,4.36,0.73,0.1
"06037121020","Census Tract 1210.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1210.20",,,,2435,749,436,745,415,79,11,0,30.76,17.91,30.6,17.04,3.24,0.45,0
"06037121101","Census Tract 1211.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1211.01",,,,2258,759,409,661,304,86,39,0,33.61,18.11,29.27,13.46,3.81,1.73,0
"06037121102","Census Tract 1211.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1211.02",,,,1660,400,354,558,240,67,37,4,24.1,21.33,33.61,14.46,4.04,2.23,0.24
"06037121210","Census Tract 1212.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1212.10",,,,2073,807,470,504,236,48,8,0,38.93,22.67,24.31,11.38,2.32,0.39,0
"06037121221","Census Tract 1212.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1212.21",,,,1650,429,455,433,242,34,29,28,26,27.58,26.24,14.67,2.06,1.76,1.7
"06037121222","Census Tract 1212.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1212.22",,,,3152,1496,611,533,456,56,0,0,47.46,19.38,16.91,14.47,1.78,0,0
"06037121600","Census Tract 1216, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1216",,,,1918,299,288,641,538,120,32,0,15.59,15.02,33.42,28.05,6.26,1.67,0
"06037121801","Census Tract 1218.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1218.01",,,,2542,1010,402,808,241,71,6,4,39.73,15.81,31.79,9.48,2.79,0.24,0.16
"06037121802","Census Tract 1218.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1218.02",,,,2053,615,611,536,233,28,30,0,29.96,29.76,26.11,11.35,1.36,1.46,0
"06037121900","Census Tract 1219, Los Angeles County, California","ca","140","00",,,,"06","037",,,"121900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1219",,,,2172,728,638,437,345,17,7,0,33.52,29.37,20.12,15.88,0.78,0.32,0
"06037122000","Census Tract 1220, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1220",,,,3734,778,1081,1194,361,185,94,41,20.84,28.95,31.98,9.67,4.95,2.52,1.1
"06037122120","Census Tract 1221.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1221.20",,,,3024,1243,812,580,195,101,15,78,41.1,26.85,19.18,6.45,3.34,0.5,2.58
"06037122121","Census Tract 1221.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1221.21",,,,1774,696,436,383,172,52,35,0,39.23,24.58,21.59,9.7,2.93,1.97,0
"06037122122","Census Tract 1221.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1221.22",,,,1417,594,356,345,69,24,29,0,41.92,25.12,24.35,4.87,1.69,2.05,0
"06037122200","Census Tract 1222, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1222",,,,2673,1109,656,578,224,93,6,7,41.49,24.54,21.62,8.38,3.48,0.22,0.26
"06037122410","Census Tract 1224.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1224.10",,,,2656,981,553,581,382,104,38,17,36.94,20.82,21.88,14.38,3.92,1.43,0.64
"06037122420","Census Tract 1224.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"122420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1224.20",,,,3388,1089,768,973,446,68,10,34,32.14,22.67,28.72,13.16,2.01,0.3,1
"06037123010","Census Tract 1230.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1230.10",,,,2581,1132,528,644,147,125,5,0,43.86,20.46,24.95,5.7,4.84,0.19,0
"06037123020","Census Tract 1230.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1230.20",,,,2027,614,650,521,190,52,0,0,30.29,32.07,25.7,9.37,2.57,0,0
"06037123103","Census Tract 1231.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1231.03",,,,2836,560,664,857,510,207,38,0,19.75,23.41,30.22,17.98,7.3,1.34,0
"06037123104","Census Tract 1231.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1231.04",,,,3270,749,876,831,623,180,11,0,22.91,26.79,25.41,19.05,5.5,0.34,0
"06037123203","Census Tract 1232.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1232.03",,,,1792,681,468,491,114,30,0,8,38,26.12,27.4,6.36,1.67,0,0.45
"06037123204","Census Tract 1232.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1232.04",,,,2417,1089,326,664,203,93,10,32,45.06,13.49,27.47,8.4,3.85,0.41,1.32
"06037123205","Census Tract 1232.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1232.05",,,,1938,715,542,412,175,60,30,4,36.89,27.97,21.26,9.03,3.1,1.55,0.21
"06037123206","Census Tract 1232.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"123206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1232.06",,,,1640,684,354,471,113,18,0,0,41.71,21.59,28.72,6.89,1.1,0,0
