Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,PCT_SE_A12002_002,PCT_SE_A12002_003,PCT_SE_A12002_004,PCT_SE_A12002_005,PCT_SE_A12002_006,PCT_SE_A12002_007,PCT_SE_A12002_008
"06037211500","Census Tract 2115, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2115",,,,3009,333,571,588,983,310,171,53,11.07,18.98,19.54,32.67,10.3,5.68,1.76
"06037211701","Census Tract 2117.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2117.01",,,,2180,153,503,550,623,196,105,50,7.02,23.07,25.23,28.58,8.99,4.82,2.29
"06037211703","Census Tract 2117.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2117.03",,,,3458,463,686,604,1377,253,10,65,13.39,19.84,17.47,39.82,7.32,0.29,1.88
"06037211704","Census Tract 2117.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2117.04",,,,2430,365,327,584,936,164,18,36,15.02,13.46,24.03,38.52,6.75,0.74,1.48
"06037211802","Census Tract 2118.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2118.02",,,,3412,398,647,980,954,304,129,0,11.66,18.96,28.72,27.96,8.91,3.78,0
"06037211803","Census Tract 2118.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2118.03",,,,2744,233,532,728,949,283,7,12,8.49,19.39,26.53,34.58,10.31,0.26,0.44
"06037211804","Census Tract 2118.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2118.04",,,,2306,376,447,558,651,198,55,21,16.31,19.38,24.2,28.23,8.59,2.39,0.91
"06037211910","Census Tract 2119.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2119.10",,,,3138,719,754,669,661,228,23,84,22.91,24.03,21.32,21.06,7.27,0.73,2.68
"06037211921","Census Tract 2119.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2119.21",,,,1531,380,338,215,446,142,10,0,24.82,22.08,14.04,29.13,9.27,0.65,0
"06037211922","Census Tract 2119.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2119.22",,,,2476,637,338,580,789,77,30,25,25.73,13.65,23.42,31.87,3.11,1.21,1.01
"06037212101","Census Tract 2121.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2121.01",,,,1973,171,228,308,778,441,41,6,8.67,11.56,15.61,39.43,22.35,2.08,0.3
"06037212102","Census Tract 2121.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2121.02",,,,1847,455,162,495,496,228,0,11,24.63,8.77,26.8,26.85,12.34,0,0.6
"06037212202","Census Tract 2122.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2122.02",,,,2401,1070,405,409,384,121,12,0,44.56,16.87,17.03,15.99,5.04,0.5,0
"06037212203","Census Tract 2122.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2122.03",,,,2106,913,311,231,481,147,23,0,43.35,14.77,10.97,22.84,6.98,1.09,0
"06037212204","Census Tract 2122.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2122.04",,,,2340,1040,454,267,382,120,31,46,44.44,19.4,11.41,16.32,5.13,1.32,1.97
"06037212303","Census Tract 2123.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2123.03",,,,2535,1059,335,413,498,134,60,36,41.78,13.21,16.29,19.64,5.29,2.37,1.42
"06037212304","Census Tract 2123.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2123.04",,,,1161,440,176,271,167,84,23,0,37.9,15.16,23.34,14.38,7.24,1.98,0
"06037212305","Census Tract 2123.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2123.05",,,,1720,735,442,264,223,31,0,25,42.73,25.7,15.35,12.97,1.8,0,1.45
"06037212306","Census Tract 2123.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2123.06",,,,2111,519,597,404,501,90,0,0,24.59,28.28,19.14,23.73,4.26,0,0
"06037212410","Census Tract 2124.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2124.10",,,,2885,794,828,331,750,124,58,0,27.52,28.7,11.47,26,4.3,2.01,0
"06037212420","Census Tract 2124.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2124.20",,,,1713,503,453,264,339,118,7,29,29.36,26.44,15.41,19.79,6.89,0.41,1.69
