Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A12002A_001,SE_A12002A_002,SE_A12002A_003,SE_A12002A_004,SE_A12002A_005,SE_A12002A_006,SE_A12002A_007,SE_A12002A_008,PCT_SE_A12002A_002,PCT_SE_A12002A_003,PCT_SE_A12002A_004,PCT_SE_A12002A_005,PCT_SE_A12002A_006,PCT_SE_A12002A_007,PCT_SE_A12002A_008
"06037195400","Census Tract 1954, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1954",,,,2147,161,226,465,874,331,75,15,7.5,10.53,21.66,40.71,15.42,3.49,0.7
"06037195500","Census Tract 1955, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1955",,,,1777,157,240,345,656,202,126,51,8.84,13.51,19.41,36.92,11.37,7.09,2.87
"06037195600","Census Tract 1956, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1956",,,,1077,229,237,211,290,56,19,35,21.26,22.01,19.59,26.93,5.2,1.76,3.25
"06037195710","Census Tract 1957.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1957.10",,,,2033,559,405,474,233,134,219,9,27.5,19.92,23.32,11.46,6.59,10.77,0.44
"06037195720","Census Tract 1957.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1957.20",,,,817,183,71,141,267,108,5,42,22.4,8.69,17.26,32.68,13.22,0.61,5.14
"06037195802","Census Tract 1958.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.02",,,,1089,171,315,233,295,69,6,0,15.7,28.93,21.4,27.09,6.34,0.55,0
"06037195803","Census Tract 1958.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.03",,,,1048,170,160,159,499,45,0,15,16.22,15.27,15.17,47.61,4.29,0,1.43
"06037195804","Census Tract 1958.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1958.04",,,,1079,226,144,212,419,60,18,0,20.95,13.35,19.65,38.83,5.56,1.67,0
"06037195901","Census Tract 1959.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.01",,,,1071,225,81,159,477,83,26,20,21.01,7.56,14.85,44.54,7.75,2.43,1.87
"06037195902","Census Tract 1959.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.02",,,,803,22,58,146,350,212,15,0,2.74,7.22,18.18,43.59,26.4,1.87,0
"06037195903","Census Tract 1959.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1959.03",,,,725,46,106,202,268,93,0,10,6.34,14.62,27.86,36.97,12.83,0,1.38
"06037197200","Census Tract 1972, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1972",,,,1404,322,288,435,280,70,0,9,22.93,20.51,30.98,19.94,4.99,0,0.64
"06037197300","Census Tract 1973, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1973",,,,1830,259,210,407,710,164,27,53,14.15,11.48,22.24,38.8,8.96,1.48,2.9
"06037197410","Census Tract 1974.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1974.10",,,,1573,144,162,367,541,265,44,50,9.15,10.3,23.33,34.39,16.85,2.8,3.18
"06037197420","Census Tract 1974.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1974.20",,,,1633,316,292,264,529,139,93,0,19.35,17.88,16.17,32.39,8.51,5.7,0
"06037197500","Census Tract 1975, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1975",,,,1611,270,268,360,527,89,66,31,16.76,16.64,22.35,32.71,5.52,4.1,1.92
"06037197600","Census Tract 1976, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1976",,,,907,113,108,214,365,89,18,0,12.46,11.91,23.59,40.24,9.81,1.98,0
"06037197700","Census Tract 1977, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1977",,,,1955,298,421,312,647,221,32,24,15.24,21.53,15.96,33.09,11.3,1.64,1.23
"06037199001","Census Tract 1990.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1990.01",,,,704,220,184,210,33,57,0,0,31.25,26.14,29.83,4.69,8.1,0,0
"06037199002","Census Tract 1990.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1990.02",,,,895,178,132,203,316,33,33,0,19.89,14.75,22.68,35.31,3.69,3.69,0
"06037199110","Census Tract 1991.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1991.10",,,,921,314,221,193,166,19,4,4,34.09,24,20.96,18.02,2.06,0.43,0.43
"06037199120","Census Tract 1991.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1991.20",,,,1393,449,393,268,192,72,19,0,32.23,28.21,19.24,13.78,5.17,1.36,0
"06037199201","Census Tract 1992.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1992.01",,,,1148,301,419,245,167,16,0,0,26.22,36.5,21.34,14.55,1.39,0,0
"06037199202","Census Tract 1992.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1992.02",,,,916,231,204,231,147,48,41,14,25.22,22.27,25.22,16.05,5.24,4.48,1.53
"06037199300","Census Tract 1993, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1993",,,,1533,381,312,145,456,221,8,10,24.85,20.35,9.46,29.75,14.42,0.52,0.65
"06037199400","Census Tract 1994, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1994",,,,1396,509,379,258,120,80,43,7,36.46,27.15,18.48,8.6,5.73,3.08,0.5
"06037199700","Census Tract 1997, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1997",,,,1216,477,179,155,286,85,0,34,39.23,14.72,12.75,23.52,6.99,0,2.8
"06037199801","Census Tract 1998.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1998.01",,,,1141,570,145,297,127,2,0,0,49.96,12.71,26.03,11.13,0.18,0,0
"06037199802","Census Tract 1998.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1998.02",,,,693,287,141,172,84,9,0,0,41.41,20.35,24.82,12.12,1.3,0,0
"06037199900","Census Tract 1999, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1999",,,,814,281,246,164,61,25,32,5,34.52,30.22,20.15,7.49,3.07,3.93,0.61
"06037201110","Census Tract 2011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2011.10",,,,811,198,168,178,167,84,5,11,24.41,20.72,21.95,20.59,10.36,0.62,1.36
"06037201120","Census Tract 2011.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2011.20",,,,1507,441,359,355,204,71,37,40,29.26,23.82,23.56,13.54,4.71,2.46,2.65
"06037201200","Census Tract 2012, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2012",,,,1095,332,325,273,151,3,0,11,30.32,29.68,24.93,13.79,0.27,0,1
"06037201301","Census Tract 2013.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2013.01",,,,1295,358,158,371,338,17,9,44,27.64,12.2,28.65,26.1,1.31,0.69,3.4
"06037201302","Census Tract 2013.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2013.02",,,,1867,319,220,259,689,217,79,84,17.09,11.78,13.87,36.9,11.62,4.23,4.5
"06037201401","Census Tract 2014.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2014.01",,,,1314,358,292,268,212,123,40,21,27.25,22.22,20.4,16.13,9.36,3.04,1.6
"06037201402","Census Tract 2014.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2014.02",,,,1653,624,330,392,224,46,37,0,37.75,19.96,23.71,13.55,2.78,2.24,0
"06037201501","Census Tract 2015.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2015.01",,,,1834,428,546,492,310,47,0,11,23.34,29.77,26.83,16.9,2.56,0,0.6
"06037201503","Census Tract 2015.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2015.03",,,,960,233,334,265,99,29,0,0,24.27,34.79,27.6,10.31,3.02,0,0
"06037201504","Census Tract 2015.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2015.04",,,,672,328,90,180,55,11,8,0,48.81,13.39,26.79,8.18,1.64,1.19,0
"06037201601","Census Tract 2016.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2016.01",,,,809,149,241,244,142,33,0,0,18.42,29.79,30.16,17.55,4.08,0,0
"06037201602","Census Tract 2016.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2016.02",,,,807,364,150,147,91,55,0,0,45.11,18.59,18.22,11.28,6.82,0,0
"06037201700","Census Tract 2017, Los Angeles County, California","ca","140","00",,,,"06","037",,,"201700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2017",,,,1701,271,461,448,340,156,9,16,15.93,27.1,26.34,19.99,9.17,0.53,0.94
"06037203100","Census Tract 2031, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2031",,,,1283,571,354,282,63,5,8,0,44.51,27.59,21.98,4.91,0.39,0.62,0
"06037203200","Census Tract 2032, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2032",,,,1651,594,385,336,260,43,33,0,35.98,23.32,20.35,15.75,2.6,2,0
"06037203300","Census Tract 2033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2033",,,,338,137,71,66,22,15,0,27,40.53,21.01,19.53,6.51,4.44,0,7.99
"06037203500","Census Tract 2035, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2035",,,,1056,421,169,161,220,40,45,0,39.87,16,15.25,20.83,3.79,4.26,0
"06037203601","Census Tract 2036.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2036.01",,,,870,378,183,152,107,27,0,23,43.45,21.03,17.47,12.3,3.1,0,2.64
"06037203602","Census Tract 2036.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2036.02",,,,627,281,268,45,33,0,0,0,44.82,42.74,7.18,5.26,0,0,0
"06037203710","Census Tract 2037.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2037.10",,,,840,431,271,93,45,0,0,0,51.31,32.26,11.07,5.36,0,0,0
"06037203720","Census Tract 2037.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2037.20",,,,1088,469,301,193,104,21,0,0,43.11,27.67,17.74,9.56,1.93,0,0
"06037203800","Census Tract 2038, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2038",,,,1401,594,332,329,122,24,0,0,42.4,23.7,23.48,8.71,1.71,0,0
"06037203900","Census Tract 2039, Los Angeles County, California","ca","140","00",,,,"06","037",,,"203900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2039",,,,1074,395,417,175,79,8,0,0,36.78,38.83,16.29,7.36,0.74,0,0
"06037204110","Census Tract 2041.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2041.10",,,,928,349,245,179,140,3,12,0,37.61,26.4,19.29,15.09,0.32,1.29,0
"06037204120","Census Tract 2041.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2041.20",,,,920,470,198,184,64,0,4,0,51.09,21.52,20,6.96,0,0.43,0
"06037204200","Census Tract 2042, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2042",,,,907,434,191,152,84,28,0,18,47.85,21.06,16.76,9.26,3.09,0,1.98
"06037204300","Census Tract 2043, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2043",,,,1442,623,422,253,87,57,0,0,43.2,29.26,17.55,6.03,3.95,0,0
"06037204410","Census Tract 2044.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2044.10",,,,918,424,247,234,13,0,0,0,46.19,26.91,25.49,1.42,0,0,0
"06037204420","Census Tract 2044.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2044.20",,,,918,530,193,149,11,35,0,0,57.73,21.02,16.23,1.2,3.81,0,0
"06037204600","Census Tract 2046, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2046",,,,1202,469,210,341,181,0,1,0,39.02,17.47,28.37,15.06,0,0.08,0
"06037204700","Census Tract 2047, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2047",,,,1597,655,491,340,62,20,11,18,41.01,30.75,21.29,3.88,1.25,0.69,1.13
