Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A12002A_001,SE_A12002A_002,SE_A12002A_003,SE_A12002A_004,SE_A12002A_005,SE_A12002A_006,SE_A12002A_007,SE_A12002A_008,PCT_SE_A12002A_002,PCT_SE_A12002A_003,PCT_SE_A12002A_004,PCT_SE_A12002A_005,PCT_SE_A12002A_006,PCT_SE_A12002A_007,PCT_SE_A12002A_008
"06037101110","Census Tract 1011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1011.10",,,,1442,132,339,545,297,99,11,19,9.15,23.51,37.79,20.6,6.87,0.76,1.32
"06037101122","Census Tract 1011.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1011.22",,,,1600,325,325,347,317,153,35,98,20.31,20.31,21.69,19.81,9.56,2.19,6.12
"06037101220","Census Tract 1012.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1012.20",,,,1177,282,243,396,192,50,0,14,23.96,20.65,33.64,16.31,4.25,0,1.19
"06037101221","Census Tract 1012.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1012.21",,,,1456,327,274,472,233,93,13,44,22.46,18.82,32.42,16,6.39,0.89,3.02
"06037101222","Census Tract 1012.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1012.22",,,,971,179,169,479,132,0,12,0,18.43,17.4,49.33,13.59,0,1.24,0
"06037101300","Census Tract 1013, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1013",,,,1498,92,405,475,354,118,54,0,6.14,27.04,31.71,23.63,7.88,3.6,0
"06037101400","Census Tract 1014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1014",,,,1226,177,261,479,187,65,34,23,14.44,21.29,39.07,15.25,5.3,2.77,1.88
"06037102103","Census Tract 1021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.03",,,,617,42,167,244,114,41,0,9,6.81,27.07,39.55,18.48,6.65,0,1.46
"06037102104","Census Tract 1021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.04",,,,1251,140,137,498,261,142,47,26,11.19,10.95,39.81,20.86,11.35,3.76,2.08
"06037102105","Census Tract 1021.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.05",,,,580,133,182,145,94,18,8,0,22.93,31.38,25,16.21,3.1,1.38,0
"06037102107","Census Tract 1021.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.07",,,,1261,204,271,374,254,127,31,0,16.18,21.49,29.66,20.14,10.07,2.46,0
"06037103101","Census Tract 1031.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1031.01",,,,1054,85,270,376,194,99,4,26,8.06,25.62,35.67,18.41,9.39,0.38,2.47
"06037103102","Census Tract 1031.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1031.02",,,,1641,292,516,535,163,93,0,42,17.79,31.44,32.6,9.93,5.67,0,2.56
"06037103201","Census Tract 1032.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1032.01",,,,1651,358,536,317,288,120,0,32,21.68,32.47,19.2,17.44,7.27,0,1.94
"06037103202","Census Tract 1032.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1032.02",,,,859,55,208,366,124,75,18,13,6.4,24.21,42.61,14.44,8.73,2.1,1.51
"06037103300","Census Tract 1033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1033",,,,1239,44,238,570,292,45,21,29,3.55,19.21,46,23.57,3.63,1.69,2.34
"06037103401","Census Tract 1034.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1034.01",,,,1056,49,175,342,413,21,0,56,4.64,16.57,32.39,39.11,1.99,0,5.3
"06037103402","Census Tract 1034.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1034.02",,,,1532,201,193,528,473,87,35,15,13.12,12.6,34.46,30.87,5.68,2.28,0.98
"06037104103","Census Tract 1041.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.03",,,,1522,441,258,571,211,36,5,0,28.98,16.95,37.52,13.86,2.37,0.33,0
"06037104105","Census Tract 1041.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.05",,,,1500,601,357,292,153,41,47,9,40.07,23.8,19.47,10.2,2.73,3.13,0.6
"06037104108","Census Tract 1041.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.08",,,,1484,542,440,384,81,32,5,0,36.52,29.65,25.88,5.46,2.16,0.34,0
"06037104124","Census Tract 1041.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.24",,,,1129,172,297,344,207,102,7,0,15.23,26.31,30.47,18.33,9.03,0.62,0
"06037104201","Census Tract 1042.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1042.01",,,,1590,622,544,287,102,20,15,0,39.12,34.21,18.05,6.42,1.26,0.94,0
"06037104203","Census Tract 1042.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1042.03",,,,1742,718,478,250,283,13,0,0,41.22,27.44,14.35,16.25,0.75,0,0
"06037104204","Census Tract 1042.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1042.04",,,,1247,410,446,234,140,12,5,0,32.88,35.77,18.77,11.23,0.96,0.4,0
"06037104310","Census Tract 1043.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1043.10",,,,1622,750,426,309,97,36,4,0,46.24,26.26,19.05,5.98,2.22,0.25,0
"06037104321","Census Tract 1043.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1043.21",,,,973,505,261,177,30,0,0,0,51.9,26.82,18.19,3.08,0,0,0
"06037104322","Census Tract 1043.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1043.22",,,,707,255,300,45,88,0,19,0,36.07,42.43,6.36,12.45,0,2.69,0
"06037104401","Census Tract 1044.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1044.01",,,,877,369,269,212,17,5,5,0,42.08,30.67,24.17,1.94,0.57,0.57,0
"06037104403","Census Tract 1044.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1044.03",,,,772,367,136,211,58,0,0,0,47.54,17.62,27.33,7.51,0,0,0
"06037104404","Census Tract 1044.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1044.04",,,,1091,535,265,188,99,4,0,0,49.04,24.29,17.23,9.07,0.37,0,0
"06037104500","Census Tract 1045, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1045",,,,1099,583,251,160,105,0,0,0,53.05,22.84,14.56,9.55,0,0,0
"06037104610","Census Tract 1046.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1046.10",,,,1050,447,290,275,32,6,0,0,42.57,27.62,26.19,3.05,0.57,0,0
"06037104620","Census Tract 1046.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1046.20",,,,1217,645,377,110,85,0,0,0,53,30.98,9.04,6.98,0,0,0
"06037104701","Census Tract 1047.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1047.01",,,,1028,559,179,154,129,0,7,0,54.38,17.41,14.98,12.55,0,0.68,0
"06037104703","Census Tract 1047.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1047.03",,,,769,337,278,91,63,0,0,0,43.82,36.15,11.83,8.19,0,0,0
"06037104704","Census Tract 1047.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1047.04",,,,1203,439,343,252,162,7,0,0,36.49,28.51,20.95,13.47,0.58,0,0
"06037104821","Census Tract 1048.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.21",,,,1117,596,292,163,48,18,0,0,53.36,26.14,14.59,4.3,1.61,0,0
"06037104822","Census Tract 1048.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.22",,,,770,378,248,97,27,14,6,0,49.09,32.21,12.6,3.51,1.82,0.78,0
"06037104823","Census Tract 1048.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.23",,,,941,441,217,123,154,6,0,0,46.87,23.06,13.07,16.37,0.64,0,0
"06037104824","Census Tract 1048.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.24",,,,911,424,282,135,60,0,0,10,46.54,30.95,14.82,6.59,0,0,1.1
"06037106010","Census Tract 1060.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1060.10",,,,1176,163,287,405,184,101,30,6,13.86,24.4,34.44,15.65,8.59,2.55,0.51
"06037106020","Census Tract 1060.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1060.20",,,,1629,309,370,368,419,108,46,9,18.97,22.71,22.59,25.72,6.63,2.82,0.55
"06037106111","Census Tract 1061.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.11",,,,1677,361,336,587,274,97,7,15,21.53,20.04,35,16.34,5.78,0.42,0.89
"06037106112","Census Tract 1061.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.12",,,,1799,359,588,482,233,84,0,53,19.96,32.68,26.79,12.95,4.67,0,2.95
"06037106113","Census Tract 1061.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.13",,,,1382,429,442,339,134,38,0,0,31.04,31.98,24.53,9.7,2.75,0,0
"06037106114","Census Tract 1061.14, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.14",,,,1884,688,475,507,206,8,0,0,36.52,25.21,26.91,10.93,0.42,0,0
"06037106403","Census Tract 1064.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.03",,,,1041,453,260,198,123,0,0,7,43.52,24.98,19.02,11.82,0,0,0.67
"06037106405","Census Tract 1064.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.05",,,,1479,515,438,282,210,34,0,0,34.82,29.61,19.07,14.2,2.3,0,0
"06037106406","Census Tract 1064.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.06",,,,2434,825,620,522,371,71,15,10,33.89,25.47,21.45,15.24,2.92,0.62,0.41
"06037106407","Census Tract 1064.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.07",,,,609,278,149,117,55,5,0,5,45.65,24.47,19.21,9.03,0.82,0,0.82
"06037106408","Census Tract 1064.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.08",,,,943,249,294,306,81,13,0,0,26.41,31.18,32.45,8.59,1.38,0,0
"06037106510","Census Tract 1065.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1065.10",,,,1797,315,497,438,391,12,134,10,17.53,27.66,24.37,21.76,0.67,7.46,0.56
"06037106520","Census Tract 1065.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1065.20",,,,1849,602,509,437,222,79,0,0,32.56,27.53,23.63,12.01,4.27,0,0
"06037106603","Census Tract 1066.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.03",,,,1378,47,376,382,385,128,23,37,3.41,27.29,27.72,27.94,9.29,1.67,2.69
"06037106604","Census Tract 1066.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.04",,,,1555,560,331,486,149,29,0,0,36.01,21.29,31.25,9.58,1.86,0,0
"06037106641","Census Tract 1066.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.41",,,,875,47,156,317,230,76,23,26,5.37,17.83,36.23,26.29,8.69,2.63,2.97
"06037106642","Census Tract 1066.42, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.42",,,,1074,46,100,357,330,188,43,10,4.28,9.31,33.24,30.73,17.5,4,0.93
"06037106643","Census Tract 1066.43, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.43",,,,1463,96,198,375,540,113,55,86,6.56,13.53,25.63,36.91,7.72,3.76,5.88
"06037106645","Census Tract 1066.45, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.45",,,,1165,76,262,350,233,130,43,71,6.52,22.49,30.04,20,11.16,3.69,6.09
"06037106646","Census Tract 1066.46, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.46",,,,1101,102,225,426,247,74,16,11,9.26,20.44,38.69,22.43,6.72,1.45,1
"06037106648","Census Tract 1066.48, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.48",,,,1408,608,367,293,135,5,0,0,43.18,26.07,20.81,9.59,0.36,0,0
"06037106649","Census Tract 1066.49, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.49",,,,806,235,288,136,96,37,9,5,29.16,35.73,16.87,11.91,4.59,1.12,0.62
"06037107010","Census Tract 1070.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1070.10",,,,1158,372,358,212,202,10,4,0,32.12,30.92,18.31,17.44,0.86,0.35,0
"06037107020","Census Tract 1070.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1070.20",,,,1341,370,442,321,91,100,5,12,27.59,32.96,23.94,6.79,7.46,0.37,0.89
"06037108101","Census Tract 1081.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.01",,,,909,59,214,225,248,84,74,5,6.49,23.54,24.75,27.28,9.24,8.14,0.55
"06037108102","Census Tract 1081.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.02",,,,1334,60,161,353,523,92,102,43,4.5,12.07,26.46,39.21,6.9,7.65,3.22
"06037108103","Census Tract 1081.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.03",,,,1125,48,129,301,164,283,135,65,4.27,11.47,26.76,14.58,25.16,12,5.78
"06037108104","Census Tract 1081.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.04",,,,534,0,80,117,204,97,12,24,0,14.98,21.91,38.2,18.16,2.25,4.49
"06037108202","Census Tract 1082.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.02",,,,3257,175,498,741,870,531,362,80,5.37,15.29,22.75,26.71,16.3,11.11,2.46
"06037108203","Census Tract 1082.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.03",,,,1175,86,130,228,412,185,86,48,7.32,11.06,19.4,35.06,15.74,7.32,4.09
"06037108204","Census Tract 1082.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.04",,,,541,10,52,52,212,142,52,21,1.85,9.61,9.61,39.19,26.25,9.61,3.88
"06037109100","Census Tract 1091, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1091",,,,1063,312,347,207,162,14,21,0,29.35,32.64,19.47,15.24,1.32,1.98,0
"06037109200","Census Tract 1092, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1092",,,,1224,121,370,252,347,98,0,36,9.89,30.23,20.59,28.35,8.01,0,2.94
"06037109300","Census Tract 1093, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1093",,,,1030,157,278,354,152,56,33,0,15.24,26.99,34.37,14.76,5.44,3.2,0
"06037109400","Census Tract 1094, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1094",,,,1568,346,396,370,276,129,51,0,22.07,25.26,23.6,17.6,8.23,3.25,0
"06037109500","Census Tract 1095, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1095",,,,1167,309,371,332,88,30,37,0,26.48,31.79,28.45,7.54,2.57,3.17,0
"06037109601","Census Tract 1096.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1096.01",,,,1763,353,536,536,237,64,31,6,20.02,30.4,30.4,13.44,3.63,1.76,0.34
"06037109603","Census Tract 1096.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1096.03",,,,1195,209,374,371,180,15,36,10,17.49,31.3,31.05,15.06,1.26,3.01,0.84
"06037109604","Census Tract 1096.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1096.04",,,,1025,119,333,334,181,58,0,0,11.61,32.49,32.59,17.66,5.66,0,0
"06037109700","Census Tract 1097, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1097",,,,1464,128,373,489,413,54,0,7,8.74,25.48,33.4,28.21,3.69,0,0.48
"06037109800","Census Tract 1098, Los Angeles County, California","ca","140","00",,,,"06","037",,,"109800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1098",,,,1623,313,420,449,282,39,54,66,19.29,25.88,27.66,17.38,2.4,3.33,4.07
"06037111100","Census Tract 1111, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1111",,,,1139,137,259,418,274,39,12,0,12.03,22.74,36.7,24.06,3.42,1.05,0
"06037111201","Census Tract 1112.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.01",,,,1156,148,190,261,365,131,17,44,12.8,16.44,22.58,31.57,11.33,1.47,3.81
"06037111202","Census Tract 1112.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.02",,,,2121,293,424,689,565,150,0,0,13.81,19.99,32.48,26.64,7.07,0,0
"06037111204","Census Tract 1112.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.04",,,,2179,125,430,493,632,263,176,60,5.74,19.73,22.63,29,12.07,8.08,2.75
"06037111205","Census Tract 1112.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.05",,,,1146,58,89,376,438,131,33,21,5.06,7.77,32.81,38.22,11.43,2.88,1.83
"06037111206","Census Tract 1112.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1112.06",,,,1671,65,272,596,442,226,43,27,3.89,16.28,35.67,26.45,13.52,2.57,1.62
"06037111302","Census Tract 1113.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1113.02",,,,1730,135,332,444,551,169,26,73,7.8,19.19,25.66,31.85,9.77,1.5,4.22
"06037111303","Census Tract 1113.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1113.03",,,,1598,153,359,541,435,80,22,8,9.57,22.47,33.85,27.22,5.01,1.38,0.5
"06037111304","Census Tract 1113.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1113.04",,,,1256,0,242,553,367,67,0,27,0,19.27,44.03,29.22,5.33,0,2.15
"06037111401","Census Tract 1114.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1114.01",,,,655,82,131,204,166,72,0,0,12.52,20,31.15,25.34,10.99,0,0
"06037111402","Census Tract 1114.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"111402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1114.02",,,,2108,429,840,564,202,46,27,0,20.35,39.85,26.76,9.58,2.18,1.28,0
"06037113101","Census Tract 1131.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1131.01",,,,1165,107,147,323,368,159,40,21,9.18,12.62,27.73,31.59,13.65,3.43,1.8
"06037113102","Census Tract 1131.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1131.02",,,,1030,100,99,227,302,184,33,85,9.71,9.61,22.04,29.32,17.86,3.2,8.25
"06037113211","Census Tract 1132.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.11",,,,1497,55,249,470,626,50,34,13,3.67,16.63,31.4,41.82,3.34,2.27,0.87
"06037113212","Census Tract 1132.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.12",,,,1034,172,316,237,213,69,19,8,16.63,30.56,22.92,20.6,6.67,1.84,0.77
"06037113213","Census Tract 1132.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.13",,,,1692,64,376,465,528,160,69,30,3.78,22.22,27.48,31.21,9.46,4.08,1.77
"06037113231","Census Tract 1132.31, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.31",,,,825,45,122,166,290,122,60,20,5.45,14.79,20.12,35.15,14.79,7.27,2.42
"06037113232","Census Tract 1132.32, Los Angeles County, California","ca","140","00",,,,"06","037",,,"113232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1132.32",,,,1870,178,315,642,450,157,64,64,9.52,16.84,34.33,24.06,8.4,3.42,3.42
